"relative_sales","product_category","market_research","advertising","customer_satisfaction","influencer","competitors","shipping_time"
18.4,"household_appliances",11.5,25.6,4.7,"no",5,1
-2,"tools",NA,14.8,3.7,"no",6,1
13.4,"small_electronics",15.8,16.5,4.7,"yes",5,2
15.4,"tools",17.7,20.4,4.5,"yes",4,1
0.9,"tools",18,16.3,3.6,NA,6,3
15.2,"household_appliances",14.6,26.7,3.5,NA,6,3
-1.4,"household_appliances",19.6,19.1,4,"no",4,1
10.1,"household_appliances",12.4,18.3,4.4,NA,4,3
12.1,"household_appliances",8.5,28.1,4.4,"no",6,1
0.9,"personal_care",13.4,16.5,3.5,"no",6,2
9.4,"personal_care",16.6,11.9,3.6,"yes",5,3
10.6,"tools",8.7,26,4.2,"no",4,1
3.1,"household_appliances",6.8,25.6,4.6,"no",3,4
8.4,"tools",18.3,30.9,4.7,"no",5,2
16.5,"personal_care",9.1,NA,4.5,"yes",5,2
5,"household_appliances",13,17.5,4.7,"no",9,1
17.3,"small_electronics",15.2,19.2,4.8,"yes",3,2
19.6,"personal_care",17.2,25.6,4.6,NA,5,3
-15.9,"household_appliances",25.4,17.7,4.7,"no",6,2
9,"household_appliances",17.8,18.7,4.4,"no",6,3
1.9,"household_appliances",16.7,23.1,3.3,"no",4,2
9.2,"personal_care",17.6,20,3.8,"yes",6,3
6.4,"tools",14.8,19,3.3,"no",8,2
10.7,"household_appliances",12,24.9,4.4,"no",7,1
7.6,"household_appliances",9,NA,3.8,"no",5,3
1.6,"household_appliances",19.6,16.3,3.9,"no",6,4
12.7,"tools",17.2,21.6,4.1,"no",5,1
5.3,"tools",8.7,19.5,3.8,"no",7,2
17.6,"household_appliances",18.8,28,4.2,"yes",4,2
-0.1,"tools",18.1,21.6,3.9,"no",7,2
-1.3,"tools",9.8,16.8,3,"no",4,2
3.7,"household_appliances",13.7,23.2,3.6,"no",6,2
5.9,"household_appliances",16.4,NA,4.8,"no",4,1
11.7,"tools",9.9,24.2,4.6,"no",3,2
-10.5,"household_appliances",21.9,16.7,2.8,"no",5,2
11.1,"household_appliances",15.8,26,4.7,NA,5,3
6.8,"tools",13.3,24.3,4,"no",5,2
7.1,"tools",17.1,20.8,4.8,"no",1,2
10.3,"tools",16.8,26,3.2,"yes",4,3
9.8,"small_electronics",19,19,4.1,"yes",4,1
7.4,"tools",19.5,24,4.1,"no",6,4
3.2,"personal_care",8.4,25.4,3,"no",5,2
-1.1,"household_appliances",NA,NA,4.9,"no",5,2
7.3,"household_appliances",13.2,14.4,4.9,"no",5,1
1.3,"small_electronics",17.6,15.5,4.4,"no",5,2
4.4,"small_electronics",14.9,19,4.3,"no",4,3
6.2,"household_appliances",17.9,21.6,3.8,"no",5,2
10,"tools",11.3,19.3,4.3,"no",3,1
2.4,"personal_care",9.4,12.3,4.2,"no",4,2
10.7,"personal_care",14.7,22.2,4.2,"no",7,2
-5,"tools",20.3,24.9,4.4,"no",6,2
11.4,"tools",12.1,19.8,2.5,"yes",5,2
6.7,"household_appliances",16.1,19,4.3,"no",5,2
-17.2,"tools",23.1,13.3,3.9,"no",5,2
0.9,"household_appliances",18,15.8,4.2,"no",6,2
-1.2,"household_appliances",14.7,10.8,3.1,"no",6,3
-1.8,"small_electronics",22.8,27.4,4.2,"no",4,3
11.4,"household_appliances",20.1,24.9,3.9,"yes",4,2
7.6,"tools",NA,28.7,4.3,"no",6,3
11.9,"household_appliances",7.9,25.1,4.9,"no",4,2
-1.9,"tools",20.8,13.3,4.5,"no",6,3
12.5,"personal_care",15.5,21,3.3,NA,3,1
7.4,"household_appliances",18.6,13.6,3.3,"yes",6,1
10.2,"tools",15.1,25.4,4.3,NA,-999,3
12.2,"tools",15.8,22.4,4.9,"no",6,2
11,"household_appliances",16,16.9,3.6,"yes",6,2
11.1,"tools",NA,25.6,4.7,"no",7,3
14,"tools",NA,18.1,3.7,"yes",4,1
4.1,"household_appliances",14.2,16.9,4.7,"no",5,3
1.4,"tools",13.9,11.2,4.6,"no",7,2
-4.6,"household_appliances",19.7,18.8,3.6,"no",6,2
3,"personal_care",16.6,15.7,4.4,"no",5,4
8.8,"tools",11.5,25.3,3.8,"no",4,4
10.2,"household_appliances",13.8,19.9,3.5,"yes",5,2
11,"tools",15.9,20.5,2.8,"yes",7,1
8.9,"small_electronics",10.1,22.9,4.1,"no",4,4
-4.5,"tools",17.1,13.4,4.1,"no",4,3
4.4,"household_appliances",19.3,27.5,3.5,"no",4,1
7.5,"small_electronics",17.7,27.2,4.5,"no",5,1
11.4,"small_electronics",13.3,19,4.5,"no",4,3
0.3,"tools",14.9,8.3,3.6,"no",6,2
0.7,"tools",15.7,20.8,3.7,"no",3,2
16.1,"household_appliances",15.3,18.7,4.1,"yes",1,2
16.7,"personal_care",NA,22.4,4.6,"yes",4,2
9.7,"tools",16.5,18,4.7,"no",4,2
0.1,"tools",6.5,15.8,4.2,"no",2,2
18.4,"household_appliances",15.8,23.2,4.4,"yes",-999,2
20.1,"household_appliances",13.5,19.3,4.4,"yes",2,2
-13.5,"tools",20.8,9.3,4.5,"no",5,2
10,"household_appliances",15,17,4.3,"yes",7,4
0.9,"household_appliances",17.5,13.6,4.5,"no",7,1
3,"household_appliances",13.3,18.7,3.7,"no",7,3
1.8,"household_appliances",15.2,12.8,4.8,"no",2,2
1.8,"household_appliances",17.4,16.2,3.4,"no",6,2
16,"household_appliances",14,24.1,3.9,"no",1,1
6.8,"household_appliances",13.6,20,4.8,"no",7,2
13.2,"small_electronics",12.6,24.5,4.3,"no",3,2
8.6,"personal_care",14.1,15.7,3.9,"no",4,2
6,"tools",13.8,18.7,5,"no",4,2
6.1,"tools",18.6,22.4,3.9,"no",6,3
2.1,"household_appliances",12.1,22.6,3.3,"no",4,2
8.9,"household_appliances",14.8,20.9,4.3,"no",8,2
0.7,"tools",17.2,21.8,4,"no",6,3
14.2,"household_appliances",11.1,15.4,3.7,"yes",5,1
6.5,"personal_care",9.3,16.6,4,NA,3,3
7.2,"tools",12.5,19.8,4.7,NA,4,1
-3.9,"household_appliances",21.3,24.7,4.1,"no",5,2
2.1,"small_electronics",18.4,18.5,4,"no",4,3
12.2,"tools",16.7,17.8,4.6,"yes",4,1
-3.7,"household_appliances",20.3,27.3,3.6,"no",4,2
14.6,"tools",15.5,24.6,4.3,"no",3,2
7.9,"tools",17.6,19.9,3.9,"yes",5,1
3.3,"tools",12.3,15.6,2.9,"no",2,3
15.1,"small_electronics",15.7,18.5,3.4,"yes",4,1
10.3,"personal_care",11.5,20.3,3.7,"no",9,2
13.7,"tools",11.5,23.7,4.4,"no",2,2
10.3,"personal_care",14.7,22.2,4.6,"no",6,3
11.4,"personal_care",8,NA,4.5,"yes",7,3
12.9,"tools",12.6,22,4,"yes",4,2
9.7,"household_appliances",NA,24.1,4.2,"no",2,2
-1.1,"tools",19.5,23.4,4,"no",5,3
11.3,"household_appliances",15.1,20.3,4,"no",5,2
-30,"tools",26.3,14.5,4.7,"no",6,1
3.8,"tools",17.7,19.7,3.3,"no",5,2
13.3,"household_appliances",16.4,16.7,4.6,"yes",3,1
9,"household_appliances",15.9,16.9,4.5,"no",3,2
10.1,"personal_care",10,25.9,4,"no",5,2
11.3,"household_appliances",16.6,27.3,4.1,"no",6,1
-5.8,"tools",22.3,19.6,3.7,"no",5,1
1.4,"household_appliances",21,22.1,3.7,"no",5,3
1.2,"tools",18,18.6,4.3,"no",6,2
6.9,"tools",14.9,18.5,4.4,"no",5,4
4.9,"personal_care",20.6,18.6,4.6,"no",5,3
11.1,"personal_care",10.1,25.8,4.4,"no",6,1
5.2,"tools",20.7,24.2,4.5,"yes",5,2
-4.5,"household_appliances",NA,15.3,3.6,NA,4,3
9.7,"small_electronics",NA,24.7,4.1,"no",5,2
9.3,"personal_care",13.6,18.6,4.6,"no",4,2
6.7,"household_appliances",18.8,19,4,"yes",8,2
2.4,"tools",18.7,17.5,4.4,"no",5,2
9.1,"household_appliances",14.8,22.6,3.9,"no",4,2
9.2,"personal_care",12.6,18.4,4.6,"no",4,2
3.7,"tools",NA,19.1,4,"no",7,2
1.2,"tools",16.7,9,4.3,"no",5,3
11.8,"household_appliances",19.1,32.1,4.3,"no",5,2
9.5,"tools",13.3,20,4.3,"no",3,2
12.9,"personal_care",13.5,24,4.7,"no",4,2
-1.1,"personal_care",6.3,19.5,4.2,"no",6,2
2.1,"personal_care",18,22.1,2.9,"no",7,2
1.2,"tools",16.2,NA,3.8,"no",5,3
5.7,"tools",16.5,17.6,4.1,"no",6,4
8.6,"small_electronics",17.2,18.8,3.7,"no",5,4
8.3,"tools",19.4,30.2,4.5,"no",6,3
7.8,"personal_care",15.2,18.8,4.7,"no",3,2
9.6,"household_appliances",13.4,19.6,3.2,"no",3,2
9.3,"household_appliances",17.2,23.1,4.6,"no",5,1
-5.9,"small_electronics",10.2,15.2,3.5,"no",5,2
13.8,"personal_care",9.1,27.2,4.8,"no",5,1
7.8,"tools",19.5,24.7,4.9,"no",4,3
-0.5,"household_appliances",18.6,19.8,4.4,"no",4,2
4.1,"household_appliances",18.6,19.7,4.4,"no",6,2
4,"tools",16.8,19.2,4.5,"no",4,1
7.9,"small_electronics",15.7,20.7,4.2,"no",5,2
-1,"personal_care",21.1,24.2,3.7,"no",5,1
6.8,"household_appliances",13.4,24.5,3.4,"no",2,1
7.7,"personal_care",15.2,23.6,4.5,"no",7,1
7.3,"personal_care",13.4,22.1,4.2,"no",6,4
8.3,"tools",16.2,23.3,4.7,"no",6,3
3.7,"household_appliances",18.7,13.6,4.2,"no",5,2
2.1,"tools",19.1,23.5,4.5,"no",6,2
6.6,"household_appliances",14.7,25.8,3.9,"no",6,2
5.9,"household_appliances",10.1,17.2,4.5,"no",3,2
10.7,"household_appliances",10.2,19.1,4.6,"no",6,2
0.9,"tools",13.9,14.3,3.9,"no",7,2
-0.5,"tools",18.4,15.4,4.5,"no",6,3
3.9,"household_appliances",18.3,24.1,3.4,"no",5,2
9.8,"household_appliances",13.6,19.3,4.2,"no",3,3
10,"personal_care",16.4,19.7,4.2,"no",3,2
-0.7,"household_appliances",11,11.4,3.7,NA,6,3
1.5,"household_appliances",18.5,20.9,4.1,"no",7,2
7,"household_appliances",NA,22.5,3.6,"no",5,3
15,"tools",14.1,25.9,4.9,"no",6,3
2.3,"personal_care",15.9,16.1,3.3,"no",3,2
-0.6,"household_appliances",18.3,20,4.9,"no",5,2
5.9,"small_electronics",NA,14.7,4.5,"yes",6,1
13.8,"personal_care",12.9,26.9,4.2,"no",6,3
0.3,"household_appliances",20.1,14.7,4.2,"yes",5,3
6.2,"household_appliances",15.6,12.5,4.4,"no",7,1
8.6,"small_electronics",11.8,26.4,4,"no",3,1
10.7,"household_appliances",18.7,19.9,4.2,"yes",6,1
15.9,"personal_care",13.9,26.7,4,"no",5,3
7.4,"household_appliances",NA,11.6,4.8,"no",7,2
13.4,"household_appliances",14.3,19.7,4.3,"yes",6,2
-6.6,"small_electronics",20.2,20.9,3.8,"no",6,3
10.5,"household_appliances",14.1,22.9,3.1,"no",6,3
-6.4,"household_appliances",20.9,17.4,4.1,"no",-999,1
8.3,"personal_care",10.6,19.9,3.6,"no",3,1
0.9,"tools",15,17.6,3.4,"no",6,1
2.8,"small_electronics",16,14.5,4.3,"no",3,3
3.3,"tools",16.3,15.8,4.5,"no",3,1
-3.1,"household_appliances",14.2,10.7,4.1,"no",6,2
4.2,"household_appliances",6.9,21.3,4.5,"no",3,1
8.4,"tools",14.2,25.2,4.7,"no",4,3
9.2,"household_appliances",19.8,24.4,4.9,"no",2,3
5.1,"tools",17.8,18.1,4.2,"yes",4,3
2.8,"small_electronics",12.4,14.3,4.3,"no",6,3
18.6,"personal_care",NA,23,3.5,"yes",3,2
8.1,"tools",14.8,14.2,4.9,"no",5,2
12,"small_electronics",14,25.8,4,"no",2,3
0.9,"household_appliances",6.4,18.8,3.8,"no",5,3
12.9,"household_appliances",15.3,24.6,3.9,"no",6,3
6.7,"tools",15.4,10.6,4.4,"no",8,3
9.6,"household_appliances",13.3,16.4,3.9,"no",3,4
6.6,"tools",16.3,26,4.8,"no",5,3
2,"household_appliances",15.3,11.4,3.9,"no",3,3
13,"tools",11.1,28,4.3,"no",5,1
7.4,"tools",11.7,24.2,2.8,"no",7,2
-1.2,"household_appliances",19.4,23.5,3.7,"no",5,3
-10.6,"tools",21.8,13.3,3.9,"no",3,2
6.1,"household_appliances",12.8,24,3.8,"no",6,4
1.4,"tools",10.3,12.5,4.6,"no",6,1
-6.5,"tools",20.5,16.8,3.8,"no",7,1
7.6,"household_appliances",16.6,20.3,4.6,"no",5,1
11.5,"tools",15.2,15.1,4.6,"yes",-999,4
-4.5,"small_electronics",17.8,7.5,4.3,"no",7,1
25.9,"household_appliances",11.4,26.5,5,"yes",4,2
-8.2,"household_appliances",22.4,19.4,4.1,"no",3,1
9.7,"tools",14.5,23,4.4,"no",6,2
10.1,"household_appliances",15.5,17,4.5,"no",8,1
11.7,"household_appliances",17.4,26.1,3.6,"no",4,3
-0.3,"household_appliances",10.1,18.4,3.3,"no",4,2
5.6,"household_appliances",18.7,15.7,4.5,"no",5,3
15,"tools",14.8,21.1,4,"yes",5,2
-4.3,"household_appliances",19.7,21.1,3.6,"no",5,3
12.2,"tools",15.4,23.8,4.3,"no",4,2
5.4,"household_appliances",17.8,20.9,3.4,"no",6,2
11.3,"household_appliances",NA,23.6,4.5,"no",5,2
25,"household_appliances",17.1,27.8,3.9,"yes",3,2
13.2,"household_appliances",8.8,28,4.8,"no",5,2
6.9,"household_appliances",NA,12.6,4.2,"no",5,3
3.7,"tools",16.3,11.2,4.4,"no",5,4
-0.9,"tools",NA,28.7,4.3,"no",5,4
4.1,"tools",12.1,16.6,4.4,"no",8,2
9.3,"tools",15.2,23,4.2,"no",5,2
3.9,"household_appliances",17.8,16.8,4.4,"no",7,1
6.8,"household_appliances",8.8,21.9,3.3,"yes",8,3
8.3,"tools",12.3,26.5,4.4,"no",4,2
2.8,"tools",10.5,12.2,4.4,"no",5,4
6.1,"tools",17.9,23.4,4.3,"no",-999,1
7.5,"small_electronics",17.8,19.4,4.9,"no",6,2
7.5,"household_appliances",11.5,21.7,4.7,"no",5,3
8.7,"tools",12.4,11.9,2.4,NA,4,2
2.4,"household_appliances",15.6,16.3,4.6,"no",7,1
10.1,"personal_care",15.2,25.3,4.8,"no",6,2
6.7,"household_appliances",10.3,25.1,4.5,"no",5,2
17.9,"tools",12,19.7,4.4,"yes",4,3
22.1,"tools",16.4,29.2,4,"yes",3,2
16.1,"tools",NA,20.2,3.9,"yes",4,2
12.6,"household_appliances",14.5,20.2,4.3,NA,2,4
4.7,"household_appliances",14.3,22.9,4.6,"no",6,2
4.6,"personal_care",16.2,22.2,3.6,"no",5,2
6.5,"personal_care",19,23.1,4.3,"no",4,3
7.2,"household_appliances",16.9,17.5,4.5,"no",2,2
2.6,"tools",NA,16.6,4.2,"no",1,3
11.4,"tools",18.8,14,4.6,"yes",7,2
3.9,"small_electronics",16.9,14.2,4.4,"yes",5,2
8.6,"tools",17.2,17.7,4.6,"no",5,2
14.8,"personal_care",14.5,29.4,3.9,NA,6,2
-1.3,"household_appliances",22.8,21.7,4.7,"no",6,2
-0.8,"small_electronics",22.9,26.4,3.8,"no",3,1
-0.5,"tools",8,20.8,3.2,"no",4,1
14.7,"tools",NA,25.7,4.5,"no",5,2
14.8,"household_appliances",16.2,20.8,3.3,"yes",5,1
-0.3,"household_appliances",NA,19.9,4.8,"no",8,2
-5.6,"household_appliances",22.4,23.6,4.7,"no",6,2
4.7,"tools",13.3,19,3.8,"no",4,2
17.2,"tools",13.5,23.2,4.8,"yes",8,1
15.4,"household_appliances",18.2,22.5,3.4,"yes",6,4
-3.1,"household_appliances",21.4,21.6,3.7,NA,7,2
-0.2,"tools",9.3,12.2,4.3,"no",5,2
4.6,"household_appliances",20.9,22.9,3.6,"yes",4,3
2.4,"personal_care",6.2,24.6,3.9,"no",4,2
-1.9,"personal_care",21.5,20.5,4.9,"no",8,1
-2.2,"household_appliances",11.3,13.9,3.3,"no",6,1
18.5,"household_appliances",9.1,24.9,4,"yes",3,1
2.8,"household_appliances",21,24.9,4.8,"no",2,1
4.4,"tools",12.8,14.9,4.3,"no",2,2
8.5,"household_appliances",14.9,20.7,4.9,"no",2,1
-0.2,"tools",7.8,22.9,3.9,"no",7,1
4.1,"tools",15.5,12,4.3,"no",4,2
9.2,"tools",20,19.1,4.3,"yes",3,1
8.2,"tools",9.3,28.7,4.8,"no",4,2
9.7,"household_appliances",13.5,16.2,4.4,"no",7,3
17.2,"household_appliances",15.6,24.2,4.6,"yes",4,1
3.9,"household_appliances",15.6,21,4.3,"no",5,4
6.4,"household_appliances",13.2,14.7,4.9,"no",4,1
12.8,"personal_care",12.6,26.3,4.8,"no",5,1
20.3,"household_appliances",15.9,13.6,5,"yes",5,2
2.4,"household_appliances",16.9,7.7,4.6,NA,6,2
7.4,"tools",15.9,22.1,4.4,NA,6,2
6.5,"tools",16,21.1,3.8,"no",4,2
9,"tools",15.7,29.7,4.4,"no",6,2
9.8,"tools",15.4,22.8,4.4,"no",3,3
10.4,"tools",12.4,NA,4.1,"no",3,2
7.7,"household_appliances",13,21,4.1,"no",8,2
-1.4,"tools",20.7,23,4.2,"no",4,2
1.6,"household_appliances",9.2,16.5,4.8,"no",6,1
15.5,"household_appliances",11.8,17.9,4.2,"yes",8,3
0.8,"tools",22.2,20.1,4.6,"yes",8,2
4.3,"tools",17.3,16.1,3.9,"no",5,3
-3.8,"household_appliances",19.4,15.3,4.5,"no",6,3
-14.7,"small_electronics",23.6,11.8,3.9,"no",3,4
2.8,"personal_care",19.1,19.7,4.3,"no",4,2
3.4,"tools",14,22.8,2.8,"no",6,2
4.3,"small_electronics",10.9,19,3.2,"no",7,3
3,"small_electronics",13.5,19.9,4.4,"no",3,3
7.7,"household_appliances",19.5,NA,4.4,"yes",6,3
-0.7,"tools",NA,18.4,4.3,"yes",7,2
0.8,"household_appliances",19.7,16.6,4.4,"no",5,1
5.9,"tools",16.8,19.5,3.8,"no",4,1
-4.5,"personal_care",19.6,16,3.6,"no",7,1
9.4,"household_appliances",10.6,22.8,4.8,"no",4,3
9,"household_appliances",16.8,20.6,3.9,"yes",5,1
14.8,"household_appliances",12.9,18.8,3.8,NA,6,3
0.9,"tools",16,8.8,4.2,"no",8,2
7,"tools",10.5,16.9,3.4,"yes",3,3
-16.1,"small_electronics",21.5,8.2,4,"no",3,2
17.1,"small_electronics",14.4,22.1,4.6,"yes",5,2
8.7,"household_appliances",16,20.5,3.5,"yes",6,1
2.6,"small_electronics",6.3,25.2,4.3,"no",-999,2
8,"household_appliances",10.3,19.5,4.8,"no",8,2
11.2,"tools",13.9,25.3,4.2,"no",3,2
-19.6,"tools",25.3,17.8,3.5,"no",4,1
7.4,"household_appliances",14.9,17.9,4.5,"no",3,2
10.4,"personal_care",15.5,20.6,4.1,"no",7,3
2.1,"tools",10.8,25.5,3.3,"no",4,2
1.8,"tools",21.3,18.4,5,"yes",5,2
25.9,"household_appliances",11.6,28.1,4.6,"yes",4,1
4.9,"tools",19.9,23.8,4.7,"no",4,3
3.3,"personal_care",NA,22,4.9,"no",7,3
2.9,"household_appliances",17.2,15.3,4.3,"no",5,4
3.9,"small_electronics",14.1,14.3,4.2,"no",4,4
11.4,"tools",11.9,13.5,3.6,"yes",7,1
-4.2,"tools",20.2,18.9,3.1,"no",5,2
-5.3,"household_appliances",3.3,22.2,4.1,"yes",7,3
22.5,"small_electronics",10.8,27,4.2,"yes",4,2
22.7,"small_electronics",15.9,22.8,4.7,"yes",4,1
12.6,"household_appliances",15.5,27.7,4.1,"no",5,2
11.3,"personal_care",13,22.5,4.7,"no",4,1
4.2,"household_appliances",14.8,14.1,4.4,"no",3,2
8.4,"household_appliances",18.3,15.2,4.4,"yes",5,2
8.3,"tools",10.9,13.9,4.9,"no",5,3
1,"tools",18.1,13.9,4.5,"yes",3,1
15.3,"personal_care",15.9,13.1,4.8,"yes",4,1
1.6,"small_electronics",17,17.9,3.4,"no",4,2
-3.8,"household_appliances",18.6,9.3,4.6,NA,6,2
6.4,"tools",11.1,23.8,4.2,"no",4,3
5.6,"tools",15.4,19.5,4.5,"no",2,1
12.7,"household_appliances",12.8,19.7,4.2,"no",7,2
10.7,"tools",14.3,13.4,3.9,"no",3,2
6.4,"household_appliances",7.5,29,4,"no",2,2
9.2,"tools",17.3,23.9,4.8,"no",5,1
8.9,"household_appliances",13.6,12.5,4.2,NA,4,1
7.6,"tools",12.6,20,3.8,"no",6,2
8.4,"household_appliances",9.1,25,4.7,"no",6,3
5.1,"small_electronics",17.1,24.2,4.3,"no",6,1
13.4,"household_appliances",15.1,22.2,4.6,"no",5,3
1.4,"household_appliances",14.4,17.1,2.8,"no",5,3
0.2,"household_appliances",17.5,21.7,3.7,"no",4,2
4.9,"personal_care",18.4,16,4.3,"no",0,1
14.1,"household_appliances",13.8,23.6,4.7,"no",5,2
5.6,"small_electronics",11.3,14.3,3,"no",5,2
-0.1,"personal_care",14.2,15.7,3.9,"no",5,4
9.4,"tools",9.1,26.6,4.8,"no",4,3
2.7,"small_electronics",18.6,15.2,3.6,"yes",8,2
20,"household_appliances",15.8,17.6,4,"yes",5,3
12.5,"personal_care",15.2,20.8,4.2,"no",3,2
7.2,"tools",19.1,24.7,4.9,"no",6,1
10.9,"household_appliances",17.6,22.8,4.1,"yes",5,2
2.6,"tools",10,18.6,4,"no",3,1
8.5,"small_electronics",NA,20.9,4.8,"no",8,3
1,"household_appliances",11,20.7,4.1,"no",5,1
8.8,"personal_care",18,19,4.5,"no",4,1
3.8,"personal_care",15,19.9,3.7,"no",5,4
-0.5,"household_appliances",19.6,16,4,"no",4,1
10.3,"personal_care",NA,27.1,3.8,"no",6,2
-0.8,"household_appliances",17.1,14.5,4.1,"no",5,2
7.5,"tools",19.5,25.6,4.9,"no",-999,1
-8.9,"small_electronics",19.3,10.3,3.6,"no",6,2
-6.7,"small_electronics",NA,14.8,2.9,"no",6,2
-0.3,"small_electronics",16.7,NA,4.3,"no",7,2
11.8,"household_appliances",9.7,18.8,4.8,"yes",5,2
8.1,"household_appliances",11,16.8,4.8,"no",3,2
2.2,"small_electronics",15.4,18.3,4.5,"no",6,2
3.7,"tools",16.1,16.3,4.8,"no",7,3
2.4,"household_appliances",15.7,12.3,4.5,"no",5,1
14.4,"household_appliances",12.4,NA,4.3,"yes",4,1
20.7,"household_appliances",15.3,23.3,4.9,"yes",5,2
11.4,"personal_care",15.8,19.9,4.9,"no",4,4
0.1,"household_appliances",18,13.2,4,"no",4,3
1.3,"household_appliances",10.5,13,4.6,"no",7,3
6.8,"tools",17.6,21.4,3.8,"no",6,1
5,"tools",14.3,17,4.7,"no",6,2
6.1,"tools",21.3,27.3,3.8,"yes",6,2
9.6,"personal_care",14.2,20.8,4.3,"no",2,1
4.2,"tools",12,13.9,4.1,"no",5,2
5.3,"household_appliances",9.5,14.8,4.2,"no",4,2
1.2,"household_appliances",17.6,23.8,4,"no",5,2
15.5,"small_electronics",12.8,22.2,4.8,"yes",4,2
11,"personal_care",10.3,19.3,4.7,"no",5,2
11,"tools",14.7,17.6,4.5,"no",0,2
2.8,"household_appliances",18,20.1,3.6,"no",6,1
-16.7,"tools",2.8,12.7,4.7,"no",6,2
4.3,"personal_care",18.3,14.4,4.6,"no",5,3
3.8,"personal_care",15.1,19.7,3.9,"no",7,2
1.4,"tools",21.4,18.1,4.4,"no",4,2
5.9,"household_appliances",17,23.5,4,"no",5,2
13.3,"tools",13.4,24.1,4.1,"no",4,2
7,"tools",16.3,18,3.9,"no",4,1
2.4,"tools",16.9,18.2,4.6,"no",3,2
9.9,"household_appliances",15.9,20.3,4.4,"no",6,3
8.9,"household_appliances",17.6,22.8,4.8,"no",5,1
4.2,"household_appliances",20.3,NA,3.9,"no",4,1
7.4,"personal_care",9.8,24,4.4,"no",5,2
5.6,"small_electronics",15.8,19,4.1,"no",5,4
6.3,"household_appliances",19.6,26,4.1,"no",6,1
11.6,"household_appliances",19.5,27.3,4.3,"yes",4,1
11.3,"household_appliances",17.7,19.9,4.5,"yes",7,1
6.2,"tools",16.4,15.9,4.1,"no",6,4
1.8,"household_appliances",9.5,20.6,4.7,"no",3,2
12.2,"household_appliances",12.5,24.9,4.4,"no",7,3
7.5,"small_electronics",15.2,26.5,4.4,"no",5,3
6,"household_appliances",19.9,NA,4.9,"no",4,2
11.9,"tools",10.9,20.7,4.8,"no",4,2
5.9,"small_electronics",8.7,30.4,4.3,"no",7,1
3.7,"household_appliances",10.3,15,4.4,"no",5,2
0.6,"small_electronics",17.1,16.8,4.7,"no",6,1
12.2,"tools",NA,32,3.6,"no",8,1
-3.9,"tools",21.5,18.4,3.5,"yes",7,3
5.5,"household_appliances",12.5,20.4,3.8,"no",6,1
-6.4,"tools",22.1,21.4,4.8,"no",4,1
-4.7,"small_electronics",14.6,10,4.4,"no",7,4
5.5,"personal_care",11,21,3.8,"no",4,3
6.1,"tools",10.4,17,3.8,"no",2,3
2.9,"small_electronics",16.8,17.8,4.7,"no",3,2
-6.5,"household_appliances",NA,14.4,4.1,"no",6,2
9.8,"household_appliances",12.2,23.2,4.8,NA,3,2
9.9,"personal_care",11.1,19.7,4.4,"no",5,2
9.1,"tools",15,22.7,4.9,"no",3,3
-0.2,"tools",9,15,4.5,"no",2,2
6.6,"personal_care",9.6,15.9,4.2,"no",3,2
7.2,"tools",16.5,25.3,3.9,"no",4,3
12.8,"small_electronics",NA,25.6,3.3,"yes",7,1
-6.6,"tools",23,16.9,4.9,"no",3,1
12.2,"tools",13.4,19.8,4.9,"no",6,1
13.4,"household_appliances",12.7,19,4,"yes",4,2
16.9,"tools",12.9,28.2,4.7,"no",6,3
16.9,"small_electronics",12.6,21.2,4.3,"yes",6,3
11.9,"tools",NA,23.4,4.6,"no",3,3
8,"household_appliances",12.9,16.2,4.3,"no",5,2
12.8,"household_appliances",12.7,17.5,4.6,"yes",5,2
-17.1,"household_appliances",26.6,19.4,3.1,"yes",4,2
2.1,"tools",17.3,18.5,4.7,"no",5,3
20.3,"household_appliances",8.2,25.3,4.4,"yes",4,2
13,"tools",12.9,21.2,4.4,"yes",5,3
5.9,"household_appliances",17.7,24.1,4.3,"no",7,3
2.3,"small_electronics",13.9,19.3,3.6,"no",4,2
10.3,"tools",NA,19.5,3.4,"yes",5,2
4,"tools",18.3,23.9,4.6,"no",4,2
8.2,"tools",9.7,16.6,4.6,"yes",4,2
16.5,"household_appliances",13.6,23.6,4.3,"no",4,4
12.1,"tools",15.2,26.6,4.9,"no",4,3
1.3,"household_appliances",21.2,20.8,4,"no",3,2
-0.8,"tools",17,15.1,4.4,"no",4,1
2.4,"household_appliances",8.6,16.8,4.1,"no",5,2
6.2,"household_appliances",12,16,3.9,"no",4,4
-4.7,"tools",18.5,14.2,4.5,"no",5,2
5.9,"personal_care",17.1,13.7,3.8,"no",4,2
5.2,"tools",19.5,16.7,4.4,"yes",6,1
3,"personal_care",15,8.9,4.5,"no",6,2
7.4,"household_appliances",13.9,23,3.8,"no",4,2
-5,"household_appliances",23.3,23.5,4.3,"no",7,2
7.1,"tools",14.2,18.6,4.2,NA,7,4
0.1,"tools",13.8,19.1,4.2,"no",5,2
6.1,"personal_care",13.2,10.4,4.3,"no",6,1
1,"tools",15.8,11.9,4.9,"no",6,1
6.6,"household_appliances",16.9,18.2,4.1,"no",5,2
5.6,"household_appliances",18.4,21.9,4.3,"no",5,2
17.3,"small_electronics",13.9,23.8,3.8,"yes",4,1
19.5,"tools",11.4,20.5,4.9,"yes",2,2
7,"tools",15.6,10.2,4.5,"no",5,1
2.9,"household_appliances",16.2,15.5,3.6,"no",6,2
